7504 7213
4851 7832 1
4479 6576 1
4071 5593 0.5
9135 5790 1
7585 2126 1
2850 7070 0.1
7297 2652 0.2
3990 4376 1
8911 4009 1
7544 5428 1
1195 480 1
3073 1558 1
2714 5629 1
1658 1564 1
2236 9149 0.333333
9671 8598 1
8946 2696 0.1
6091 6686 1
3309 2398 0.333333
3962 143 0.5
8020 7736 0.5
6711 1011 1
2179 324 1
6238 8380 0.1
6287 7215 0.5
5062 7088 0.333333
1108 2834 1
6204 5524 0.5
5877 8833 1
6159 2996 0.333333
2070 1218 1
4859 4528 0.2
5805 3307 1
2581 9545 1
7320 6033 1
8008 1296 0.333333
7495 8802 0.2
9679 5207 1
5349 1286 0.5
3417 7445 1
1628 6115 1
4175 7573 1
7733 3580 0.2
8215 2760 0.1
7278 6679 1
356 4888 0.2
523 2585 0.333333
123 8863 1
8648 4413 1
9406 7830 1
3362 9458 0.333333
8334 3835 1
1234 8167 1
7240 3182 1
3193 7059 1
8177 7416 1
4658 7939 0.1
6540 8062 1
3831 3510 1
2408 9516 0.1
1629 3079 1
566 8012 0.1
3676 9247 0.5
567 6688 0.5
6617 6481 1
6146 1458 1
764 6116 1
4366 9255 1
3630 3288 0.2
910 2295 1
2618 3924 0.5
3986 4491 0.5
5788 8167 1
2558 5334 0.333333
2510 8550 1
6120 4897 1
7348 2260 0.333333
6715 3225 1
945 6856 0.5
1682 4365 1
5537 6983 1
2672 1171 1
4418 3558 0.5
5613 2715 0.1
296 1824 1
7858 7945 0.333333
7079 5494 0.5
2617 2410 0.1
4009 9753 0.5
2292 1636 0.333333
9268 3772 1
570 3043 1
6163 7462 1
6723 9674 1
9216 171 1
661 8029 0.2
6802 5309 1
2003 4525 1
6828 8534 0.2
8710 7425 1
5158 3493 0.5
5189 4064 1
6390 6826 1
1351 349 0.5
5426 9565 0.5
1526 427 1
2170 3828 0.5
1910 2430 0.1
659 9259 0.1
2360 4769 0.5
5698 6527 0.5
3009 1917 1
9761 8307 0.2
7779 6258 0.5
2270 8283 1
3331 6408 1
2621 8578 0.5
3820 7087 1
6142 4345 1
7200 6706 1
2484 2605 1
1261 2213 1
4102 2175 1
3970 6553 1
786 8824 1
7167 2356 0.1
4176 1576 1
1612 5396 0.5
1478 8138 1
7203 2138 0.2
7898 4622 1
5321 5883 1
4661 6584 1
2509 7153 1
3215 7939 1
2404 1906 0.1
8002 6082 0.5
2579 4293 0.333333
843 5772 1
6853 3176 1
6369 7673 0.5
5089 3195 1
9423 7856 0.2
2732 566 0.5
2595 380 1
7881 2785 1
5724 988 0.5
1743 166 1
3158 1009 1
9310 4461 0.5
1403 7429 1
1116 2719 1
6713 8741 1
5694 1675 0.333333
2029 869 1
2903 8751 0.2
5684 4676 1
1347 6419 0.333333
7701 6176 1
230 5687 1
2332 3690 1
2309 4806 0.5
5480 1720 0.2
6709 4013 1
1702 6043 0.333333
476 5545 0.333333
8434 7828 0.5
4179 5774 1
91 3677 1
3411 3907 0.5
1393 2838 0.1
6804 5147 0.1
1735 829 1
5408 4137 1
3953 5839 0.5
6769 2914 1
5136 7947 0.1
4779 2328 0.333333
7440 8817 1
6478 2429 0.5
7803 3822 1
3019 7226 1
3042 5560 0.5
7782 7567 1
338 1722 1
5336 8491 1
6080 428 0.2
1452 1806 0.5
2599 9246 0.2
4022 2524 1
9352 6927 0.2
7722 147 1
7838 9587 1
8783 7570 0.1
665 4508 0.5
8185 45 0.333333
8820 2724 1
4203 4176 1
1914 3375 1
5042 7397 0.333333
800 6951 1
6778 1473 1
6783 5910 0.1
2549 4894 0.5
2481 2158 1
4136 544 0.333333
1082 5963 0.333333
8255 6766 0.5
4034 5279 0.5
9059 522 0.2
3408 7720 1
4685 4700 0.5
2708 8082 1
519 7230 1
8898 9711 1
5588 4048 1
8721 5130 1
4779 185 0.5
8011 4219 1
8219 78 0.5
9023 86 0.333333
6979 1370 0.1
6408 4078 1
8346 1196 1
1978 296 0.5
7567 5884 1
500 1406 0.333333
5795 6185 1
8056 4397 1
5798 9216 1
662 8440 0.5
6647 2220 0.1
731 5227 0.5
2897 3775 0.2
8892 2352 0.5
8401 6519 0.5
5157 3618 0.5
7044 9413 0.1
9116 4270 1
2207 269 1
1775 931 1
4830 4177 0.2
5854 1507 1
7555 1003 0.333333
654 96 1
3847 5097 1
6123 455 0.1
3407 7499 0.2
3476 6816 0.5
4541 5623 0.333333
8020 7398 1
341 8828 0.5
4682 4883 0.5
4451 9038 1
1193 9692 1
287 339 1
5901 6463 1
1933 6469 1
7378 146 0.5
7295 1286 1
4080 9306 1
1796 9648 1
289 1130 0.1
6688 5581 1
7692 6774 0.2
5391 3660 1
8188 9561 0.5
8039 8093 1
5590 5673 1
3156 9567 1
9746 447 0.5
736 8641 1
3954 5530 0.1
5254 2419 1
5793 312 1
2824 2302 0.1
195 7089 1
4028 5329 1
1131 7519 1
8180 876 0.1
3315 7222 0.2
4355 7958 1
1844 8511 0.333333
462 3967 0.333333
1261 6359 1
5432 9184 1
3465 9379 1
1261 207 1
3749 1339 1
8509 6118 1
3238 9433 1
8213 588 0.333333
8629 8830 0.333333
8178 9293 1
6744 7153 0.1
5623 2786 1
3403 6252 0.2
8272 4112 0.1
8672 7861 0.1
3391 3170 0.5
1984 6408 0.5
1400 1421 0.333333
8775 251 0.333333
1662 5028 0.5
8315 1974 1
1729 4196 1
927 4198 1
9503 2671 0.5
8488 7943 1
5411 7933 1
8452 118 1
7726 1519 0.2
4188 6893 0.5
9480 8555 1
1066 3670 1
3206 1998 0.5
4731 2925 0.2
9108 9028 0.5
1399 4316 0.5
4549 6327 1
1069 4980 0.333333
3998 9306 1
4946 294 0.5
6146 6373 1
8974 7439 1
575 7244 0.1
6172 8574 1
2766 7883 1
2032 5882 1
5840 632 1
7783 8099 0.1
45 8696 1
224 3844 0.5
7296 6589 1
9723 2363 0.5
2620 2939 1
916 5710 0.1
8536 8476 0.5
5586 7108 1
6953 3149 0.5
1446 1133 1
920 7576 1
6299 4399 0.5
8571 1896 0.333333
7417 8218 1
502 1039 0.2
831 8354 0.5
9735 7091 0.5
3523 9277 0.333333
3193 3030 1
94 4476 1
1693 1996 1
5591 8295 1
133 3667 1
7663 7683 0.2
7757 8186 0.2
991 5616 1
6333 5552 0.5
553 9075 0.5
1882 2469 1
6360 8961 0.1
5169 856 1
5157 3046 0.1
6144 9578 0.1
5626 4041 1
126 1999 1
2064 9388 0.5
2557 2521 1
6741 3074 1
603 4956 0.2
3894 7915 0.2
1862 3286 0.333333
1826 5042 1
6684 7785 1
2010 211 1
5019 6736 0.333333
3014 8800 1
6625 1559 0.333333
2589 4899 1
7629 5502 0.1
1938 5995 1
5208 7857 0.5
5934 6282 0.5
6305 9566 0.5
6455 1777 0.1
847 3395 1
7037 3008 0.5
6014 6232 1
1114 8822 0.5
5686 3251 0.2
5416 5189 1
9661 6996 0.1
3991 9529 1
9762 6035 0.333333
320 9089 0.2
888 137 1
1794 3773 1
4698 9787 0.1
9162 1102 1
8725 3388 1
591 8804 0.5
8252 5265 0.1
771 5856 1
5970 2418 0.5
1138 2738 1
4480 3626 0.333333
1419 2019 1
7763 6718 1
4143 6081 0.333333
2543 5007 1
7595 5599 0.5
4636 651 1
5273 7820 1
5640 3991 1
8641 1728 1
1134 2808 1
163 826 1
2965 8589 0.2
5755 9332 1
6247 2076 0.2
328 9672 1
3214 1108 0.1
4563 6381 0.1
1969 8620 0.2
1793 4062 0.5
955 1795 0.333333
7145 1958 0.333333
8552 4923 0.5
480 7278 0.333333
1486 3726 1
7499 4055 0.1
5912 3868 0.5
4975 5030 1
8458 6999 0.5
6133 5391 0.1
8533 6347 1
7344 292 0.1
3579 8844 0.333333
5003 9324 0.1
9361 1011 0.1
5997 5109 1
8903 1222 0.5
9517 6198 1
6714 4857 0.2
2732 7589 1
9210 6323 0.1
7684 467 0.5
8117 646 1
6672 5649 1
6106 5212 0.1
2465 7808 1
2879 3511 0.1
359 3230 1
6270 6543 0.333333
5980 9275 0.1
7681 5285 0.333333
9330 3170 1
7871 7887 1
8857 4760 1
2567 7465 0.333333
7086 6530 0.5
3515 6008 0.2
1167 6368 1
5016 2839 1
523 5419 1
217 3301 1
6235 9230 0.5
9320 7302 0.1
3251 2960 1
9230 5527 0.2
7221 9212 1
3221 2929 0.5
9131 4096 0.5
5070 5711 0.5
7553 6234 1
9511 3051 1
154 9286 1
3766 8807 0.1
2065 8658 0.5
1723 8089 0.333333
8846 5512 1
9300 8733 0.2
2562 4664 1
5593 6334 0.333333
4661 4088 1
9149 399 0.1
3737 553 1
7556 4319 1
5478 6384 1
6359 8107 1
9367 3754 0.1
1989 9653 1
7339 2416 1
3585 4608 0.1
2141 9269 1
6932 5218 1
4975 8956 0.5
8904 3312 0.5
8440 5389 0.2
6835 8348 0.333333
119 7916 1
8715 6504 1
3045 4044 0.1
2039 4228 1
3967 6369 1
183 3503 0.1
6598 5077 1
3768 781 0.333333
1856 5820 1
2927 2856 0.5
2307 9374 1
2040 8290 1
8025 1536 1
6627 174 1
6436 740 1
2315 924 1
3412 4121 0.333333
265 7889 1
6828 6344 0.1
8982 9272 1
6284 8178 0.5
1703 6818 0.2
3626 5044 0.1
6192 8271 1
9585 1507 0.5
3151 421 1
6617 3833 1
1961 697 0.2
7886 4125 1
6431 3308 0.5
7832 9593 0.5
8809 7895 1
4875 8121 0.1
8876 1113 0.5
9650 900 0.1
4766 4051 0.5
7205 7267 1
565 5828 1
1814 514 1
9408 6945 1
3275 4978 0.2
1920 587 0.5
984 2062 1
8090 1139 1
7270 7388 0.5
1156 2355 0.5
8663 6159 0.5
6803 3323 1
2240 5138 1
1802 4747 1
1272 4622 1
6933 6542 1
7290 4125 1
5969 2417 1
5762 6286 0.2
6454 7442 0.333333
7797 2905 1
3207 9709 1
1044 8548 0.5
9194 552 1
4691 8222 1
1765 1955 0.333333
9226 5845 0.1
5549 2015 1
9409 7777 0.5
1059 1032 0.5
1463 5428 1
8026 5234 1
4712 6278 1
6537 5673 1
9708 6963 0.333333
7702 8728 1
8837 4755 1
897 505 0.1
1773 116 0.5
5534 7573 0.5
6938 9036 0.5
7847 7263 1
8666 8575 0.5
8235 5313 1
4954 5222 0.1
6495 9523 1
192 5160 0.5
9533 2656 0.5
7689 4429 1
423 164 1
587 3702 0.333333
9580 1750 0.5
808 618 0.333333
4712 5452 1
4490 607 0.333333
7830 3701 0.1
301 3893 1
927 226 0.5
5056 4515 0.333333
9301 1537 1
1522 2125 1
2779 8304 1
4497 9113 0.5
8393 625 1
4401 1715 0.2
5632 9545 1
3185 47 1
2498 7373 0.5
7868 2630 1
1066 2133 0.333333
4228 254 0.1
1293 9431 1
3106 4129 0.5
5536 2723 0.2
219 7125 0.5
5308 9356 1
898 9140 0.1
382 1839 0.1
6491 6306 1
7315 7373 0.5
6276 1802 0.2
964 9494 1
3957 2801 1
9260 4936 0.1
5390 5155 0.5
3235 7062 0.5
7225 4560 0.333333
7861 1541 1
6071 4631 1
109 2148 1
6080 8424 0.333333
2505 5988 1
4961 6544 1
1747 6005 0.1
7654 1597 0.1
7487 1431 1
3475 8656 0.333333
8604 3317 1
2373 5987 0.1
8846 6097 1
9492 2378 1
2141 4883 0.5
884 6443 0.333333
5424 4789 0.333333
8503 2645 1
137 6731 1
8632 6805 1
8487 5611 1
84 4583 0.2
6112 229 0.333333
1088 9721 0.333333
1088 8461 1
7075 5944 0.5
9 1570 0.1
5346 6672 1
2481 6809 1
7445 2241 0.5
1468 929 0.5
5207 1014 1
8535 3725 0.5
4760 4814 0.2
9761 5902 0.5
47 3178 1
3175 9585 1
4695 5132 0.5
2057 4212 1
6151 1859 0.2
7251 3327 0.333333
762 8534 1
8655 3869 0.333333
176 5228 1
1418 1789 0.5
7720 1837 1
6767 5012 0.2
3983 6306 0.1
7872 8364 1
5370 1315 1
5109 8566 1
2377 9328 0.1
7057 4783 1
5664 4959 0.5
5683 2976 1
1806 7295 1
7505 863 0.2
9589 4846 0.5
3606 2919 1
5237 8289 0.2
5325 199 0.5
8741 2576 0.333333
4091 9634 0.5
3310 2098 0.2
4356 7781 1
7192 9587 1
2066 3892 0.2
8351 282 0.5
7742 3888 1
5698 9125 0.5
1568 1251 0.333333
9405 6591 1
170 883 1
5517 4193 0.1
2623 8550 0.1
9103 2542 1
3280 4609 1
4719 9559 0.1
4606 7502 0.5
4011 0 0.5
8305 1568 1
6400 7572 0.5
270 7742 0.2
3773 3460 1
5974 2682 0.5
6157 1986 1
2727 1865 1
9588 6584 1
3531 7789 1
4764 2002 1
8320 6906 0.1
3328 107 0.5
4927 377 1
4009 749 0.5
7285 6723 0.5
5910 9479 0.5
3677 8806 1
6053 5194 0.1
8189 8726 1
8028 290 0.2
4466 5209 1
8870 8537 0.2
4649 264 0.5
8170 4274 1
8349 8158 0.1
1411 868 0.5
6258 4546 0.1
6169 800 1
2865 8990 1
7350 3818 1
638 4884 0.5
832 3955 1
1133 5204 1
8209 3575 0.333333
6235 8524 0.5
7584 136 0.2
5213 2994 0.1
8246 9163 1
6675 2229 0.5
630 9579 1
1273 418 1
7125 7648 0.1
1916 8781 0.5
9768 7191 1
2295 227 0.2
2981 4410 0.5
1134 9623 0.5
3833 4670 0.333333
3931 1546 1
9619 8575 0.2
5925 49 0.1
3714 7175 0.2
5458 5690 1
9006 5659 1
6330 7955 0.333333
8777 7535 0.5
1561 8669 1
7139 9101 1
8679 9631 0.2
2650 6050 0.2
2799 2176 1
3366 2489 1
8181 7948 1
2180 3754 1
9768 6683 1
4383 5661 1
3408 7222 1
8656 4562 0.5
8775 3443 0.333333
7040 2692 1
4080 5491 1
1170 5456 1
5435 3839 0.2
5592 2618 0.5
8007 8985 0.1
5177 3569 0.333333
83 3576 1
3658 8832 0.2
6535 4407 0.5
5843 1648 1
1403 2328 1
5538 3498 0.333333
5764 8934 0.5
7136 1326 1
2463 5932 1
4473 1310 0.2
8743 1393 0.5
637 1650 1
91 4784 0.5
2988 828 1
8577 8630 0.5
6457 4369 0.1
9794 6732 1
7170 4069 1
3764 3131 0.2
2944 4203 0.5
8691 3147 0.2
8215 383 1
3371 475 0.5
9332 62 1
7143 8640 1
7282 5298 1
7519 1892 1
6890 9063 1
7588 3028 1
1017 2571 0.2
2155 7861 1
4685 6277 0.2
5465 6247 1
1229 5781 1
4220 9523 0.2
6042 7007 1
8832 1326 0.5
8555 8216 0.333333
8946 2604 0.5
9067 221 0.333333
3592 2376 1
1264 3660 1
2317 9125 0.333333
443 6954 1
2033 7773 0.5
8862 616 0.1
4389 9448 1
5209 4804 0.333333
1892 3951 1
1603 3220 0.2
484 6812 0.5
7227 4676 0.333333
7048 3592 0.5
3317 4035 1
8364 2668 0.1
6737 8129 1
5316 2719 1
8621 7928 0.333333
3542 6419 1
4469 8022 1
2215 5106 1
8736 2534 0.5
9118 6181 0.333333
5425 6097 0.5
8687 4662 1
6522 7999 1
4973 3516 0.5
3073 8736 0.5
2577 2480 1
6032 3548 1
9306 2362 0.333333
6192 1299 1
4354 618 0.1
6107 6044 0.1
8495 1531 1
7153 4652 0.2
741 9625 1
3446 9297 1
4280 2075 1
1735 4706 1
3812 812 0.333333
7593 7005 1
709 7958 0.2
7 4266 1
2001 9361 1
8657 3314 0.333333
3715 4055 1
5285 4100 1
9194 8381 0.2
2383 6715 0.333333
8919 7126 1
8019 4921 1
5017 2229 0.2
2633 2236 1
9291 4237 0.5
7680 9494 1
923 3410 0.333333
3790 8695 1
6156 4690 1
3796 7073 1
9543 2793 0.2
2902 1013 0.2
3267 2629 1
8188 5262 1
4176 1353 1
9525 9034 0.1
8390 158 1
1511 3948 0.5
5130 6704 0.333333
3931 701 0.333333
3049 6843 0.2
5892 9745 0.1
457 9611 1
7050 8001 0.333333
9077 2378 1
5543 2105 0.5
1704 7094 0.2
7673 8605 1
9138 535 1
2092 4466 1
8518 4114 0.1
7938 6606 0.1
4970 3662 1
1230 7311 0.1
2753 6589 1
5629 2334 1
4339 4038 0.5
3207 8311 1
6023 4249 1
8742 2940 1
2362 1660 1
9224 6197 0.5
6233 1369 1
3054 8997 0.5
4476 1951 0.5
4875 4179 1
3978 8518 0.5
376 1926 1
5379 4549 1
4115 91 0.2
7318 2453 1
1436 1878 1
8557 8111 0.2
3144 7765 0.5
1640 8840 1
6726 3916 0.5
946 7894 0.5
9004 8270 0.2
2373 449 0.5
9791 4564 1
551 8482 0.333333
5767 119 0.333333
983 8676 0.5
566 8419 1
2748 6659 0.2
3480 185 1
8392 1132 0.2
2225 337 0.333333
981 2710 0.5
4286 9100 0.1
7682 6250 1
331 2218 0.333333
4658 3202 0.2
496 3768 1
4098 3115 1
6742 6595 0.333333
3502 1788 1
1355 4013 1
7477 4994 1
4250 9280 1
8584 3762 1
1802 4093 1
1537 8752 1
6547 5847 1
6777 146 0.5
3867 6888 0.333333
1143 6990 1
5948 8345 1
1292 6023 0.333333
5744 6872 0.2
9497 5657 0.5
9702 4058 0.333333
8725 2194 0.5
1150 5341 0.1
3742 2319 0.2
6047 2786 1
5149 3929 1
6039 6476 0.1
7541 7768 0.2
837 312 0.333333
12 11 1
9347 6312 1
6579 1837 1
9161 2988 0.1
4391 3329 0.333333
9566 9376 1
2031 1326 1
7885 7365 0.1
8883 1707 0.1
6106 8942 0.333333
403 5554 1
3354 5102 1
564 8280 1
6367 7643 1
1314 8633 1
1578 8400 0.5
8028 7030 1
1807 5116 0.5
2062 4201 0.1
286 6906 0.2
5221 3908 1
6766 7262 1
1424 7827 0.1
7718 4395 1
3800 2309 1
3211 3887 0.1
8597 8514 0.5
2110 522 1
2988 2584 1
5573 9269 1
499 1290 1
4381 8057 1
165 9481 0.5
4229 7400 1
2737 1401 0.1
78 1211 0.5
2419 6407 1
5392 8517 0.5
6679 1706 1
2369 3878 1
1564 4378 1
8068 5358 0.1
8635 5523 1
3829 9752 1
18 9088 0.5
8314 9167 1
3897 1787 0.5
7994 3778 1
2814 658 0.2
3216 9425 1
3088 1190 0.5
4251 5858 0.2
270 4694 0.2
5771 5123 1
5471 5141 0.1
3172 255 1
2083 4152 1
4001 2347 0.1
8039 1761 0.1
6981 4977 0.2
2 8066 0.5
3800 8916 0.5
3156 9186 0.1
4635 1757 1
2666 3828 0.5
3387 7000 0.333333
76 5682 0.5
4949 9684 0.5
3802 4523 1
9711 1705 0.1
2046 8105 0.1
1970 8504 0.333333
7752 8260 1
8430 3096 0.5
1030 5762 0.1
5170 5748 1
9565 2423 0.2
4912 7373 1
2607 1376 1
2063 7686 1
6497 6331 1
5796 8302 1
4213 6255 1
8415 1485 0.333333
4575 8914 1
1163 4285 1
4750 650 1
4221 5562 1
6574 8170 1
3651 434 0.5
8831 3530 0.1
2519 9327 1
1310 340 0.333333
8361 5354 0.333333
8709 6528 1
8017 7691 1
3274 2643 1
955 3463 0.2
6009 239 1
9038 3890 0.5
6553 9321 1
4002 2041 0.333333
6351 9749 1
5157 8311 1
2048 3820 0.5
1454 2038 0.2
1745 1911 1
9083 2867 0.333333
8784 5475 1
6856 4715 1
1962 1469 1
598 2070 0.1
5160 5021 1
263 6777 1
720 8825 1
4304 481 1
9182 8624 1
3503 4507 0.1
1288 3493 0.5
5709 6948 1
821 8910 0.333333
5254 6107 1
8327 1468 1
1551 1731 0.5
3086 8849 0.5
5040 9753 1
5631 9136 1
4733 9239 1
303 7126 1
4346 9434 0.5
3305 457 0.1
3734 2310 0.1
9230 839 1
149 2390 1
7644 2076 1
4367 3715 0.333333
7969 5946 0.1
6995 880 0.1
730 7581 1
4355 2129 0.2
8531 5434 1
5017 5767 1
1212 5198 1
5273 5347 1
7665 9591 1
5707 758 1
3702 8728 1
7433 5924 0.1
805 3253 0.5
4300 7609 0.5
1033 2940 1
1219 7957 1
3716 5768 1
3651 1243 1
5977 5507 1
579 1415 0.5
5295 5118 1
6158 9150 1
7901 6555 1
1029 1056 0.5
2683 8487 1
9772 9707 1
3031 223 1
7886 3875 0.5
8289 6451 0.1
5084 3629 0.5
2637 8925 1
8918 5284 0.5
4522 3387 1
3380 1015 1
48 297 1
6055 6669 1
421 9700 1
6953 7787 1
4930 2876 0.1
8414 4559 0.333333
6511 7196 0.1
9727 2914 0.5
2495 7437 0.5
8216 7416 1
8595 4064 1
4262 320 1
6235 7139 0.5
8432 4293 0.5
1303 5822 1
7024 1036 1
177 7548 0.1
5252 7476 1
5812 6570 0.2
6359 4987 1
4519 382 1
9375 1244 1
4703 4078 0.5
2929 2711 0.2
8942 614 0.5
4632 4237 0.5
4881 1013 1
2527 6265 0.5
9486 2278 1
883 5236 1
9496 6355 1
2574 5931 0.5
2371 836 1
9306 3765 0.2
3934 9307 0.5
7786 4140 0.2
9273 5620 0.1
8509 4746 0.5
2021 4434 1
2103 1916 0.1
3771 1613 1
2420 4188 1
2314 3158 1
6286 9063 1
9568 3199 1
265 7584 1
4997 7058 1
7342 2367 1
9553 4388 1
7241 3090 0.5
367 3460 0.333333
3248 5880 1
5259 4793 0.1
1708 1280 0.5
4920 7448 0.2
7639 4312 1
1299 5908 0.333333
578 3451 1
4604 9604 0.2
9663 7046 1
6840 7413 0.2
2229 7261 1
1806 2721 0.1
4541 1029 0.5
3139 5949 0.2
4937 388 1
1118 8085 1
4358 8664 0.2
6563 68 0.2
9756 6331 0.1
6239 9770 1
6183 2200 0.5
8606 605 0.5
6023 1745 0.1
1320 4884 1
664 6420 1
4320 7539 1
4086 2098 1
3902 8661 1
3523 8618 1
6789 1658 0.2
7670 4440 1
6013 9645 1
3677 2468 1
8767 388 1
209 1052 0.5
8236 5373 1
4750 6058 0.1
6528 6559 1
4973 6681 1
6348 3671 0.1
4293 1543 0.5
4438 4155 1
1787 4431 1
881 3400 1
1458 208 0.5
2058 5043 0.5
6796 6392 0.2
3833 3121 1
6131 4693 0.1
3847 7640 1
9619 2134 0.1
233 3171 0.2
492 1557 1
3219 8836 1
2934 496 1
3701 2554 0.5
42 9351 1
5438 9783 0.2
7594 2714 1
234 3160 1
2943 2980 1
3795 3213 1
5401 304 0.5
1639 3524 0.333333
7676 6458 1
720 360 1
8607 6800 1
3288 2439 1
7488 234 0.333333
3182 6866 0.1
3116 6408 1
5184 6802 1
7022 2404 1
7017 4044 0.5
9451 8319 1
8979 9039 1
1263 7847 1
9296 7734 1
4114 2023 0.1
1646 5205 0.5
8736 8321 0.5
9008 305 0.5
9093 3927 0.5
3084 1145 0.5
3596 797 1
767 6376 0.2
8097 7639 0.5
5626 3736 1
5594 4449 0.333333
2395 2694 1
2661 1631 1
9335 841 1
9612 135 1
2495 9617 0.5
5819 3414 0.333333
4263 4181 0.333333
5348 8877 0.5
7478 1303 0.333333
1146 6897 1
3235 5891 1
7129 8552 1
9545 4687 1
8865 4501 0.5
2314 3595 1
6707 6013 1
8496 477 0.333333
465 2424 0.2
3070 104 0.333333
6010 7648 0.333333
3600 1085 1
3884 4813 0.1
2398 4559 0.1
8152 224 0.2
840 2538 1
3146 9245 1
2063 7943 0.333333
5162 5007 0.2
3937 4676 1
615 887 0.5
4189 4487 1
455 4970 0.1
5272 3967 1
7975 2320 0.5
5380 3161 0.5
6380 2906 0.1
6592 4969 1
883 6730 0.1
3996 7267 1
7214 7882 0.2
8281 2272 0.333333
7032 9125 1
797 1198 1
5519 9173 0.2
4067 4755 1
8151 7734 1
1883 4527 0.1
156 2009 0.333333
3437 6006 1
7992 3421 1
235 1903 1
3362 5534 1
8059 6331 1
526 2051 0.2
1711 2717 1
2657 1070 0.333333
6508 9351 1
2129 9507 0.333333
1080 9543 1
7297 4336 1
1799 1170 1
4971 4532 0.1
7469 2792 1
7765 9716 0.5
4034 1629 0.2
5058 4286 1
616 7393 1
702 6122 1
5795 7202 0.5
696 1299 0.333333
2016 3098 1
5238 4668 1
4196 2339 0.1
6083 6703 1
223 938 0.5
3478 5996 1
4402 3211 0.5
4878 513 0.2
5062 6308 1
4991 7004 0.2
5855 5619 0.5
7889 1059 1
1256 1854 0.5
7214 7937 1
9688 4759 1
3993 4836 0.5
8981 9238 1
1765 4317 1
671 9380 1
3378 1171 0.1
7385 7027 0.333333
1290 1716 0.5
3264 2972 0.333333
776 6785 0.2
4990 6675 0.5
6742 7267 0.5
1289 6449 0.2
8847 8215 1
7119 5485 0.2
8298 8864 1
6683 3049 1
888 4339 0.1
2550 7603 0.5
2665 4978 0.5
918 170 1
530 3511 0.5
4979 4800 1
8867 448 1
3872 4166 1
8258 2666 1
4016 9349 0.5
9798 6836 1
1099 5985 1
1771 8650 0.5
5828 6167 1
6760 6698 0.1
5161 8276 0.333333
212 3943 1
77 7815 0.5
2026 6274 0.1
3041 6889 0.5
3703 6888 1
8705 4587 0.1
1712 2957 1
6095 8785 1
850 5747 0.5
5513 1109 0.1
5178 1321 1
1890 7796 0.5
2769 23 1
2912 9462 1
9004 3367 1
2333 2273 1
8046 584 1
9208 3278 1
6739 4128 0.5
7567 6241 1
6872 1620 0.2
6719 110 1
4583 9277 1
8721 2390 0.2
6548 7993 1
1465 6926 1
7367 5173 0.5
6428 4582 1
4475 1523 1
4868 5689 1
6370 2763 0.5
5792 6081 0.1
9609 865 0.5
3650 9586 0.333333
352 2935 1
421 999 1
9161 8367 0.5
8686 4996 0.5
8089 6070 0.5
8219 1139 1
4791 7509 1
9381 101 1
4283 9710 1
8461 160 1
1830 513 1
3193 934 0.5
1682 297 0.5
1944 5582 0.1
6788 471 1
6353 8690 0.1
5209 281 0.2
27 9663 1
4327 746 1
6091 9207 1
7643 1239 0.1
8729 1031 1
4417 2713 1
5070 1256 1
7319 8044 0.2
5838 1197 1
5497 6407 0.1
2865 3033 1
6733 7360 1
712 251 1
4651 7895 0.1
9103 6825 0.2
4691 7841 0.1
6973 9511 0.333333
5039 7031 0.2
176 9468 0.5
4003 5166 1
8111 4631 1
5282 1565 1
3198 8675 0.2
523 3528 0.2
5485 9230 0.5
1679 721 0.5
6985 7695 1
347 9333 0.333333
1753 9509 0.333333
4357 3713 1
6566 8424 1
5410 506 1
4812 3704 0.5
7867 4228 0.2
2215 9713 0.1
3389 7992 0.1
9004 1777 1
4531 2124 0.5
7090 3877 1
5917 4834 0.5
111 1601 0.2
8736 3611 0.333333
2324 8423 1
4588 3090 0.333333
581 5306 1
2404 5294 0.1
4948 4499 0.5
1987 9031 1
8359 2921 1
4643 8838 1
1240 5548 1
2859 4485 0.5
4985 3409 1
1016 7997 1
1275 8579 0.1
7846 7582 0.5
9210 9129 1
2551 1317 1
7816 9676 0.5
7159 4521 1
7935 2360 0.5
513 5219 0.5
6502 405 1
1316 1421 0.5
5618 9094 1
5428 3741 0.5
733 9550 0.1
537 2302 1
5972 319 0.333333
1127 4077 0.1
8522 2213 0.1
8265 9125 0.1
9092 5828 1
3530 3743 1
2564 9361 1
378 4990 0.5
2373 2322 0.333333
3698 9258 0.1
6340 5431 1
5458 6558 1
9098 1880 0.2
5298 6744 0.2
3317 2637 0.2
1742 2766 0.333333
7986 5330 0.5
325 2307 0.2
2804 1279 0.2
8434 1576 0.5
3167 7916 1
8019 3575 1
3748 2874 1
4687 4772 1
8354 8089 1
4648 32 0.5
4686 4617 0.1
4286 1542 1
5475 4346 0.5
8987 9379 0.5
2159 2748 1
7160 7366 1
5520 7713 1
2359 2601 1
2541 1156 0.5
1960 5805 1
4144 692 0.5
8258 4978 1
4879 7052 1
9178 6241 0.5
5253 4999 1
5844 8759 0.5
6609 1079 0.5
6847 37 1
2059 8976 1
5360 1137 1
5292 5282 1
6441 3741 0.5
5731 8620 0.2
9367 4598 1
2785 6451 0.5
8749 8894 0.5
8880 2303 0.2
526 9150 0.333333
1172 7808 0.1
6376 3369 1
783 5261 1
5682 8301 1
2358 4234 0.1
6087 3802 1
2857 3186 0.5
1226 2137 0.1
4952 7616 0.333333
9758 8142 0.1
4801 9315 0.5
